"Date" "Mid Price"
12/8/2011 187.6481
12/7/2011 189.8828
12/6/2011 191.6398
12/5/2011 190.9966
12/2/2011 191.2326
12/1/2011 190.1118
11/30/2011 191.1517
11/29/2011 189.8342
11/28/2011 187.3209
11/25/2011 184.7894
11/23/2011 185.4251
11/22/2011 188.3161
11/21/2011 186.4802
11/18/2011 188.3915
11/17/2011 189.8734
11/16/2011 195.4705
11/15/2011 193.6654
11/14/2011 192.0485
11/10/2011 192.1673
11/9/2011 191.0378
11/8/2011 193.5019
11/7/2011 192.0555
11/4/2011 190.2308
11/3/2011 189.448
11/2/2011 187.1377
11/1/2011 186.7505
10/31/2011 188.5734
10/28/2011 189.9099
10/27/2011 191.2458
10/26/2011 185.6064
10/25/2011 188.9495
10/24/2011 187.8447
10/21/2011 183.5321
10/20/2011 181.7947
10/19/2011 182.3201
10/18/2011 185.4481
10/17/2011 184.1915
10/14/2011 185.6469
10/13/2011 181.2362
10/12/2011 181.9851
10/11/2011 181.692
10/7/2011 176.5239
10/6/2011 176.4712
10/5/2011 172.2769
10/4/2011 167.6135
10/3/2011 170.4229
9/30/2011 171.9882
9/29/2011 176.5832
9/28/2011 175.6402
9/27/2011 180.4347
9/26/2011 174.7158
9/23/2011 174.3885
9/22/2011 176.7858
9/21/2011 185.8244
9/20/2011 187.3095
9/19/2011 185.945
9/16/2011 190.0589
9/15/2011 191.6541
9/14/2011 190.5418
9/13/2011 191.5302
9/12/2011 190.7623
9/9/2011 190.9175
9/8/2011 194.5851
9/7/2011 195.3529
9/6/2011 191.3403
9/2/2011 192.356
9/1/2011 194.9058
8/31/2011 196.1589
8/30/2011 195.5273
8/29/2011 192.7443
8/26/2011 191.2605
8/25/2011 189.8741
8/24/2011 189.1535
8/23/2011 189.6977
8/22/2011 187.8345
8/19/2011 186.4985
8/18/2011 184.7064
8/17/2011 190.992
8/16/2011 189.1002
8/15/2011 189.9542
8/12/2011 186.9677
8/11/2011 187.0643
8/10/2011 183.2503
8/9/2011 178.8164
8/8/2011 180.6897
8/5/2011 188.1954
8/4/2011 188.0702
8/3/2011 195.7582
8/2/2011 199.301
8/1/2011 199.388
7/29/2011 199.9711
7/28/2011 202.0414
7/27/2011 202.5204
7/26/2011 204.4287
7/25/2011 203.2995
7/22/2011 204.4882
7/21/2011 202.6924
7/20/2011 202.9806
7/19/2011 202.4569
7/18/2011 200.4216
7/15/2011 202.264
7/14/2011 200.6517
7/13/2011 203.5099
7/12/2011 201.1598
7/11/2011 198.4123
7/8/2011 200.0911
7/7/2011 201.7191
7/6/2011 196.7536
7/5/2011 197.2227
7/1/2011 194.0229
6/30/2011 195.3466
6/29/2011 195.8224
6/28/2011 191.8742
6/27/2011 187.7456
6/24/2011 188.3514
6/23/2011 189.4767
6/22/2011 196.623
6/21/2011 195.2367
6/20/2011 194.8021
6/17/2011 195.4243
6/16/2011 197.0873
